18.739,14.965,16.360,13.892,17.563,13.737,15.123,18.829,8.181,10.286,9.961,8.693,10.211,12.119,12.139,9.396,10.671,12.730,12.120,11.293,12.726,16.971,15.172,11.897,10.463,10.938,10.192,9.210,10.788,15.704,14.337,12.788,10.269,11.405,10.253,9.059,10.718,13.752,11.869,9.886,14.094,15.545,14.412,13.280,15.345,19.752,18.462,16.712,15.341,16.568,15.754,15.748,17.011,21.900,20.455,18.780,16.151,10.123,12.948,11.802,10.901,15.950,17.694,16.985,10.909,10.515,10.930,7.488,14.700,16.594
17.555,14.614,15.158,13.191,16.790,13.572,14.887,18.503,9.055,11.017,10.507,8.658,10.753,12.656,12.353,9.556,10.703,12.847,12.289,11.289,13.039,17.319,15.490,12.402,10.600,11.047,10.400,9.245,10.903,15.543,14.388,12.947,9.835,11.008,9.963,8.752,10.473,13.881,11.852,9.882,14.056,15.652,14.578,13.529,15.653,19.993,18.885,17.222,15.160,16.431,15.551,15.579,16.775,21.755,20.274,18.419,15.534,10.569,13.172,11.884,10.706,16.196,17.493,16.415,10.919,10.897,10.920,7.515,14.920,16.485
16.685,14.424,14.894,13.121,16.296,13.179,14.689,18.495,9.439,11.127,10.685,8.900,10.865,12.773,12.408,9.495,10.789,13.021,12.502,11.323,13.281,17.621,15.676,12.568,10.768,11.201,10.652,9.324,11.100,15.498,14.413,13.062,9.372,10.549,9.717,8.476,10.272,13.886,11.877,10.225,14.093,15.766,14.801,13.942,16.000,20.318,19.445,17.852,15.218,16.498,15.679,15.893,16.981,21.825,20.664,19.049,15.223,10.711,13.348,12.002,10.547,16.527,17.726,16.152,10.986,11.228,10.898,7.482,15.250,16.889
16.459,14.660,15.587,13.210,16.367,13.242,14.807,18.640,9.632,11.461,10.948,8.787,11.140,12.877,12.488,9.474,10.919,13.252,12.759,11.448,13.577,18.001,15.930,12.734,10.822,11.259,10.763,9.351,11.188,15.519,14.330,12.931,9.271,10.471,9.791,8.488,10.369,13.959,12.114,10.711,14.116,15.836,14.863,13.990,16.075,20.469,19.456,17.910,15.334,16.632,15.881,16.143,17.246,21.829,21.029,19.455,15.371,10.851,13.577,12.020,10.647,16.589,17.944,15.971,10.992,11.503,10.812,7.494,15.468,17.265
16.449,14.839,16.132,13.389,16.543,13.366,14.865,18.569,10.555,11.741,11.335,9.206,11.424,13.015,12.519,9.636,10.972,13.302,12.853,11.472,13.671,18.211,16.030,12.803,10.834,11.373,10.905,9.469,11.393,15.773,14.398,12.835,9.483,10.661,10.060,8.745,10.608,14.091,12.394,11.170,14.138,15.887,14.925,14.022,16.143,20.632,19.382,17.795,15.472,16.806,16.086,16.343,17.512,22.031,21.214,19.606,15.519,11.179,13.664,12.123,10.901,16.616,18.134,15.841,10.974,11.543,10.756,7.501,15.500,17.429
16.154,14.619,16.130,13.805,16.411,13.303,14.496,18.188,10.616,11.940,11.361,9.220,11.591,13.453,12.990,10.058,11.057,13.317,12.876,11.479,13.704,18.383,16.133,12.951,10.707,11.479,11.019,9.616,11.651,16.090,14.578,12.835,9.677,10.885,10.287,8.927,10.800,14.191,12.530,11.347,13.757,15.701,14.706,13.841,16.039,20.717,19.346,17.740,15.614,16.958,16.239,16.470,17.637,21.998,21.253,19.735,15.388,11.403,13.738,12.247,11.081,16.481,18.238,15.976,11.314,11.630,10.595,7.544,15.486,17.347
15.812,13.941,15.654,13.865,15.663,12.598,13.128,17.467,10.548,11.918,11.394,9.504,11.688,13.405,13.054,10.235,11.221,13.388,12.931,11.623,13.811,18.565,16.310,13.285,10.443,11.522,11.032,9.714,11.868,16.374,14.812,12.924,9.602,10.936,10.325,8.948,10.898,14.277,12.632,11.428,13.837,15.725,14.789,13.991,16.122,20.900,19.401,17.770,15.757,17.054,16.338,16.545,17.698,22.055,21.236,19.721,14.766,11.468,13.892,12.336,11.131,16.567,18.301,15.912,11.521,11.794,10.351,7.488,15.575,17.379
16.095,12.798,15.307,13.541,14.524,11.152,11.419,16.505,10.562,12.025,11.482,9.536,11.837,13.513,13.218,10.717,11.365,13.542,13.100,11.967,14.154,18.788,16.753,13.932,9.848,11.229,10.715,9.451,11.808,16.436,14.872,12.933,9.832,11.175,10.599,9.260,11.202,14.462,12.885,11.583,14.048,15.747,14.958,14.179,16.228,20.907,19.433,17.797,15.678,16.961,16.265,16.513,17.623,21.927,21.206,19.677,13.918,11.611,14.200,12.162,11.375,16.662,18.231,15.801,11.584,12.023,10.052,7.438,15.578,17.345
17.258,12.535,16.100,14.045,14.243,10.589,11.091,15.716,10.575,11.981,11.581,9.776,11.958,13.476,13.474,10.937,11.341,13.661,13.259,12.257,14.530,18.942,17.191,14.510,9.087,10.705,10.243,9.024,11.626,16.398,14.844,12.871,10.024,11.340,10.814,9.471,11.428,14.612,13.036,11.623,14.380,15.839,15.162,14.416,16.294,20.754,19.336,17.780,15.733,16.969,16.285,16.553,17.609,21.776,21.122,19.656,13.947,11.720,14.461,11.850,11.543,16.745,18.213,16.317,11.779,12.235,9.743,7.468,15.500,17.194
18.261,13.167,17.380,15.256,14.733,10.596,11.304,15.033,11.034,11.969,11.670,9.919,11.941,13.240,13.070,10.937,11.307,13.752,13.420,12.512,14.862,19.023,17.524,14.937,8.466,10.202,9.826,8.711,11.473,16.325,14.814,12.848,9.992,11.316,10.813,9.439,11.451,14.658,13.061,11.621,14.747,16.124,15.534,14.835,16.629,20.826,19.636,18.129,15.666,16.936,16.289,16.544,17.695,21.858,21.324,19.877,14.466,11.722,14.667,11.583,11.544,17.058,18.274,16.984,11.563,12.401,9.643,7.513,15.568,17.308
