17.518,10.358,12.379,16.971,10.064,11.808,11.118,11.363,11.482,9.408,9.591,11.002,9.249,9.161,7.787,9.794,11.235,10.735,11.947,13.283,11.115,12.096,10.730,11.682,10.500,9.533,10.190,12.555,10.664,15.217,15.256,13.777,8.968,9.251,8.836,10.415,8.395,13.447,12.111,9.846,15.951,16.069,15.985,17.068,16.310,19.374,18.506,18.067,14.943,16.530,15.603,16.459,16.456,20.619,19.596,18.232,12.697,9.684,11.603,12.212,10.159,17.166,17.305,18.244,12.018,11.746,12.469,9.563,15.673,17.427
17.491,10.381,11.987,15.689,10.111,11.881,11.022,11.119,12.165,9.301,9.468,11.180,8.405,8.852,7.456,7.948,10.649,9.677,11.077,12.447,9.655,11.146,10.195,10.735,9.678,8.850,9.206,11.406,9.720,14.833,14.907,13.323,9.609,9.625,9.304,10.793,8.535,13.451,12.114,9.990,15.934,16.100,15.987,17.133,16.288,19.269,18.487,18.119,14.960,16.635,15.667,16.494,16.506,20.591,19.601,18.364,12.460,9.347,10.698,11.490,10.428,17.165,17.352,17.941,12.091,11.560,12.233,9.663,15.606,17.315
17.136,10.438,12.024,15.511,10.468,12.491,11.146,11.054,12.340,9.450,9.692,11.611,8.238,8.743,7.309,7.958,9.992,8.370,10.082,11.445,7.992,10.740,10.245,9.907,8.950,8.321,8.402,10.529,8.883,14.383,14.481,12.922,9.928,9.941,9.539,10.949,8.626,13.445,12.077,10.016,16.014,16.281,16.113,17.246,16.423,19.355,18.700,18.275,14.878,16.706,15.606,16.555,16.377,20.445,19.401,18.333,12.533,9.417,9.847,10.859,10.565,17.301,17.288,17.749,12.158,11.241,12.001,9.730,15.704,17.273
16.000,10.537,12.186,15.786,10.815,13.047,11.298,10.933,12.923,10.444,10.389,12.349,8.848,9.740,7.342,7.929,9.319,6.951,9.193,10.817,6.757,10.614,10.367,9.587,8.718,8.210,8.125,10.217,8.452,13.989,14.057,12.628,10.103,10.148,9.671,10.982,8.701,13.481,11.928,10.007,15.879,16.233,16.020,17.143,16.406,19.415,18.732,18.291,14.783,16.913,15.599,16.571,16.437,20.622,19.486,18.530,12.575,9.996,9.201,10.549,10.628,17.265,17.368,17.439,12.496,10.960,11.803,9.638,15.643,17.519
14.102,10.613,12.290,15.877,10.799,13.388,11.388,10.486,13.054,10.621,10.541,12.689,8.911,9.928,7.278,8.178,8.849,6.587,8.831,10.631,6.490,10.786,10.513,9.398,8.788,8.441,8.122,10.178,8.312,13.789,13.684,12.353,10.158,10.205,9.703,10.973,8.745,13.379,11.783,10.130,15.797,16.280,15.963,17.079,16.398,19.596,18.768,18.244,14.673,17.043,15.565,16.576,16.493,20.812,19.721,18.550,12.368,10.150,9.011,10.459,10.634,17.266,17.429,16.875,12.630,10.776,11.666,9.415,15.770,17.728
12.373,10.866,12.559,15.886,10.608,13.883,11.894,10.250,13.366,11.259,11.089,12.978,9.551,10.874,7.666,8.127,8.798,6.835,8.789,10.596,6.603,11.044,10.633,9.318,8.867,8.616,8.146,10.190,8.263,13.665,13.410,12.146,10.265,10.412,9.807,11.105,8.855,13.111,11.573,10.278,15.618,16.193,15.798,16.997,16.205,19.572,18.560,17.945,14.351,16.841,15.305,16.433,16.256,21.012,19.652,18.312,12.290,10.614,9.077,10.413,10.676,17.111,17.270,16.365,12.821,10.751,11.572,9.197,15.800,17.951
11.490,11.099,12.593,15.842,10.686,14.237,12.534,10.472,13.382,11.284,11.086,12.909,9.348,11.067,7.643,7.839,8.894,7.116,8.789,10.575,6.859,11.329,10.826,9.563,8.861,8.675,8.232,10.255,8.394,13.675,13.436,12.149,10.407,10.657,9.960,11.263,9.063,12.930,11.360,10.551,15.032,15.757,15.296,16.627,15.672,19.354,18.080,17.481,14.311,16.857,15.317,16.418,16.262,21.123,19.641,18.259,12.369,10.570,9.244,10.460,10.774,16.662,17.274,16.146,12.820,10.825,11.559,8.907,15.727,17.977
11.463,11.304,12.395,15.710,10.954,14.457,12.911,10.631,13.372,11.218,10.739,12.688,9.143,11.286,7.683,6.991,9.186,7.661,9.033,10.716,7.443,11.599,11.216,9.984,8.951,8.854,8.493,10.447,8.756,13.750,13.645,12.263,10.584,11.065,10.161,11.444,9.465,13.209,11.677,11.024,14.480,15.205,14.828,16.163,15.296,18.970,17.882,17.325,14.265,16.847,15.274,16.315,16.259,21.121,19.783,18.439,12.478,10.390,9.605,10.645,11.079,16.269,17.288,15.993,12.711,10.900,11.573,8.919,15.573,18.191
11.502,11.395,12.004,15.546,11.048,14.434,12.885,10.726,13.345,11.115,10.613,12.556,8.837,11.308,7.495,6.759,9.312,8.038,9.138,10.700,7.716,11.730,11.442,10.219,9.087,9.090,8.808,10.587,9.259,14.074,13.954,12.423,10.777,11.463,10.419,11.651,9.938,13.565,12.178,11.351,14.524,15.158,14.884,16.205,15.306,18.651,17.789,17.345,14.323,17.026,15.433,16.432,16.434,21.224,19.980,18.654,12.443,10.253,9.787,10.910,11.418,16.233,17.438,15.657,12.639,10.846,11.611,9.059,15.363,18.322
11.414,11.352,11.551,15.395,10.883,14.469,12.630,10.663,13.389,11.167,10.654,12.615,8.850,11.304,7.467,6.609,9.316,8.296,9.095,10.525,7.757,11.792,11.508,10.151,9.177,9.302,8.977,10.577,9.673,14.424,14.164,12.515,11.232,12.124,10.998,12.061,10.872,14.312,13.155,11.986,14.939,15.501,15.351,16.555,15.649,18.459,17.916,17.617,14.544,17.166,15.629,16.552,16.619,21.253,20.026,18.624,12.295,10.257,9.805,11.101,12.092,16.498,17.552,15.301,12.623,10.698,11.667,9.408,15.270,18.200
